author_a,author_b,shared_papers
Mark Dean,Nathaniel Neligh,1
Rajeev Dehejia,Miguel Urquiola,1
Rajeev Dehejia,Cristian Pop-Eleches,1
Robert Ainsworth,Miguel Urquiola,1
Robert Ainsworth,Cristian Pop-Eleches,1
Robert Ainsworth,Rajeev Dehejia,1
David Sraer,Elio Nimier-David,1
Peter Kuhn,Kailing Shen,1
Alex Gershkov,Eyal Winter,1
Alexander Strand,Adriana Lleras‐Muney,1
Alexander Strand,Keyoung Lee,1
Alexander Strand,Shari Eli,1
Alexander Strand,Nancy Early,1
Alexander Strand,Anna Aizer,1
Timothy Moore,Alexander Strand,1
James J. Lee,Matt McGue,1
William G. Iacono,Matt McGue,1
William G. Iacono,James J. Lee,1
Andrea Lanteri,Adriano A. Rampini,1
Dmitry Taubinsky,William H. Morrison,1
Bill Dupor,Marios Karabarbounis,1
Hassan Afrouzi,Jorge Ponce,1
Abhijit Banerjee,Elan Satriawan,1
Abhijit Banerjee,Rema Hanna,1
Peter Maxted,David Laibson,1
David Thesmar,Elio Nimier-David,1
Augustin Landier,David Thesmar,1
Spencer Yongwook Kwon,Kaspar Zimmermann,1
Spencer Yongwook Kwon,David Thesmar,1
Spencer Yongwook Kwon,Augustin Landier,1
Hassan Afrouzi,Geoff Kenny,1
Xavier Mateos‐Planas,José-V́ıctor Ŕıos-Rull,1
Hassan Afrouzi,Dimitris Georgarakos,1
Hassan Afrouzi,Saten Kumar,1
Hassan Afrouzi,Brent Meyer,1
Hassan Afrouzi,Serafín Frache,1
Hassan Afrouzi,Rodrigo Lluberas,1
Hassan Afrouzi,Tiziano Ropele,1
Hassan Afrouzi,Bernardo Candia,1
Hassan Afrouzi,David Thesmar,1
Abhijit Banerjee,Sudarno Sumarto,1
Abhijit Banerjee,Esther Duflo,1
Abhijit Banerjee,Cynthia Kinnan,1
Rema Hanna,Elan Satriawan,1
Dmitry Taubinsky,Daniel Cohen,1
Dmitry Taubinsky,Antoine Ferey,1
Dmitry Taubinsky,Afras Sial,1
Ellen Magenheim,Dmitry Taubinsky,1
Erin Todd Bronchetti,Dmitry Taubinsky,1
Erin Todd Bronchetti,Ellen Magenheim,1
Søren Leth‐Petersen,Johan Sæverud,1
Eungik Lee,Johan Sæverud,1
Eungik Lee,Søren Leth‐Petersen,1
Victoria Gregory,Johan Sæverud,1
Victoria Gregory,Søren Leth‐Petersen,1
Victoria Gregory,Eungik Lee,1
Andrew Kao,David Y. Yang,1
Emre Ozdenoren,Kathy Yuan,1
Will Rafey,Mark Aronoff,1
Elan Satriawan,Sudarno Sumarto,1
Rema Hanna,Sudarno Sumarto,1
Cristian Pop-Eleches,Miguel Urquiola,1
Bill Dupor,Marianna Kudlyak,1
Jeremy C. Stein,Adi Sunderam,1
Emanuele Colonnelli,Li Bo,1
Arkadev Ghosh,Munir Squires,1
Arkadev Ghosh,Sam Il Myoung Hwang,1
Ryan Oprea,Thomas G. Graeber,1
Ignacio Esponda,Ryan Oprea,1
Niels Joachim Gormsen,Kilian Huber,1
Niels Joachim Gormsen,Tim McQuade,1
Emanuele Colonnelli,Edoardo Teso,1
Emanuele Colonnelli,Valdemar Pinho Neto,1
Emanuele Colonnelli,Tim McQuade,1
Cristóbal Otero,José Ignacio Cuesta,1
Emanuele Colonnelli,Niels Joachim Gormsen,1
Matthieu Gomez,Gisle James Natvik,1
Matthieu Gomez,Martin Blomhoff Holm,1
Matthieu Gomez,Andreas Fagereng,1
Рубен Ениколопов,Maria Petrova,1
Carlos Carrillo‐Tudela,Ludo Visschers,1
Samuel Hurtado,Galo Nuño,1
Cristóbal Otero,Pablo Muñoz,1
Sam Il Myoung Hwang,Munir Squires,1
Giulia Brancaccio,Myrto Kalouptsidi,1
Giulia Brancaccio,Theodore Papageorgiou,1
Giulia Brancaccio,Nicola Rosaia,1
Samuel Hanson,Adi Sunderam,1
Samuel Hanson,Jeremy C. Stein,1
Robin Greenwood,Adi Sunderam,1
Robin Greenwood,Jeremy C. Stein,1
Robin Greenwood,Samuel Hanson,1
Renato Faccini,Leonardo Melosi,1
Francesco Paolo Bianchi,Leonardo Melosi,1
Francesco Paolo Bianchi,Renato Faccini,1
Todd Schoellman,Jason Sockin,1
Todd Schoellman,Paolo Martellini,1
Will Jianyu Lu,Todd Schoellman,1
Kevin Donovan,Todd Schoellman,1
Kevin Donovan,Will Jianyu Lu,1
Theodore Papageorgiou,Nicola Rosaia,1
Myrto Kalouptsidi,Nahim Bin Zahur,1
Myrto Kalouptsidi,Nicola Rosaia,1
Myrto Kalouptsidi,Theodore Papageorgiou,1
Cristóbal Otero,Felipe González,1
Cristóbal Otero,Juan Pablo Atal,1
Bill Dupor,M. Saif Mehkari,1
Jörg Heining,Ingrid Haegele,1
Richard V. Burkhauser,Kevin Corinth,1
Jonathan Libgober,Jack Willis,1
Jonathan Libgober,Duarte Gonçalves,1
Zihao Li,Jonathan Libgober,1
Omer Tamuz,Wanying Huang,1
Alkis Georgiadis-Harris,Balázs Szentes,1
Thomas Brzustowski,Balázs Szentes,1
Thomas Brzustowski,Alkis Georgiadis-Harris,1
Jörg Heining,Sydnee Caldwell,1
Cristóbal Otero,Sebastián Otero,1
Johannes F. Schmieder,Jörg Heining,1
Adam Guren,Timothy McQuade,1
Gabriel Chodorow-Reich,Loukas Karabarbounis,1
Gabriel Chodorow-Reich,Timothy McQuade,1
Gabriel Chodorow-Reich,Adam Guren,1
Marianna Kudlyak,M. Saif Mehkari,1
Marios Karabarbounis,M. Saif Mehkari,1
Marios Karabarbounis,Marianna Kudlyak,1
Richard V. Burkhauser,James Elwell,1
Richard V. Burkhauser,Jeff Larrimore,1
Kevin Corinth,James Elwell,1
Kevin Corinth,Jeff Larrimore,1
Nano Barahona,Sebastián Otero,1
Nano Barahona,Cristóbal Otero,1
Pedro Gete,Franco Zecchetto,1
Ernesto Reuben,Basit Zafar,1
Laura Pilossoph,Basit Zafar,1
Laura Pilossoph,Ernesto Reuben,1
Jessica Pan,Basit Zafar,1
Jessica Pan,Ernesto Reuben,1
Jessica Pan,Laura Pilossoph,1
Patricia Cortés,Basit Zafar,1
Patricia Cortés,Ernesto Reuben,1
Patricia Cortés,Laura Pilossoph,1
Patricia Cortés,Jessica Pan,1
Kate Ho,Nathaniel Mark,1
Michael Dickstein,Nathaniel Mark,1
Michael Dickstein,Kate Ho,1
James Elwell,Jeff Larrimore,1
José-V́ıctor Ŕıos-Rull,Kyle Dempsey,1
Peter Ganong,Fiona Greig,1
David M. Arseneau,Sanjay K. Chugh,1
Nikolay Kudrin,Kaspar Wüthrich,1
Graham Elliott,Nikolay Kudrin,1
Tyler Beason,David Schreindorfer,1
Mallesh M. Pai,Maher Said,1
Mallesh M. Pai,Rahul Deb,1
Pietro Ortoleva,David Dillenberger,1
Pietro Ortoleva,Mallesh M. Pai,1
José Luis Montiel Olea,Mallesh M. Pai,1
José Luis Montiel Olea,Pietro Ortoleva,1
Shen Hui,Xinlu Yao,1
Dun Jia,Xinlu Yao,1
Dun Jia,Shen Hui,1
Andrew Sweeting,Xinlu Yao,1
Andrew Sweeting,Shen Hui,1
Andrew Sweeting,Dun Jia,1
Todd Keister,Daniel R. Sanches,1
Kai Hao Yang,Alexander Zentefis,1
Jawwad Noor,Norio Takeoka,1
Graham Elliott,Kaspar Wüthrich,1
Elliot Lipnowski,Ravid Doron,1
Marika Cabral,Marcus Dillender,1
Elliot Lipnowski,Denis Shishkin,1
Raymond J. Mataloni,Dylan G. Rassier,1
Fatih Guvenen,Daphne Chen,1
Fatih Guvenen,Sergio Ocampo,1
Fatih Guvenen,Burhan Kuruscu,1
Fatih Guvenen,Gueorgui Kambourov,1
Fatih Guvenen,Dylan G. Rassier,1
Fatih Guvenen,Raymond J. Mataloni,1
Pak Hung Au,Mark Whitmeyer,1
Jean‐Pierre Dubé,Sanjog Misra,1
Arash Nekoei,Peter Fredriksson,1
Arash Nekoei,Jonas Cederlöf,1
Jing Cai,Shing-Yi Wang,1
Denis Shishkin,Franz Ostrizek,1
Ravid Doron,Balázs Szentes,1
Ravid Doron,Denis Shishkin,1
Elliot Lipnowski,Aditya Kuvalekar,1
Elliot Lipnowski,Nima Haghpanah,1
Can Cui,Michael Dworsky,1
Marika Cabral,Molly Schnell,1
Valentino Dardanoni,Christopher J. Tyson,1
David Byrne,Jia Sheen Nah,1
Gerelt Tserenjigmid,Federico Echenique,1
Matthew Kovach,Gerelt Tserenjigmid,1
Anne Hall,Seidu Dauda,1
Abe Dunn,Pietro Tebaldi,1
Abe Dunn,Daniel Sonnenstuhl,1
Abe Dunn,Adam Hale Shapiro,1
Abe Dunn,Joshua D. Gottlieb,1
Abe Dunn,Seidu Dauda,1
Abe Dunn,Anne Hall,1
Michael Mueller‐Smith,Brittany Street,1
Michael Mueller‐Smith,Keith Finlay,1
Margherita Borella,Jeanne Commault,1
Margherita Borella,Richard Blundell,1
Margherita Borella,Fang Yang,1
Jason Somerville,Charles Sprenger,1
Jason Somerville,Ted O’Donoghue,1
Jason Somerville,Kirby Nielsen,1
David Byrne,Leslie Martin,1
David Byrne,Nicolas de Roos,1
Marika Cabral,Maya Rossin‐Slater,1
David Byrne,Matthew S. Lewis,1
Marika Cabral,Bokyung Kim,1
Marika Cabral,Michael Dworsky,1
Marika Cabral,Can Cui,1
Jonathan Eggleston,Alexander A. Smith,1
Jesse M. Shapiro,Ali Yürükoğlu,1
Jesse M. Shapiro,Frank Yang,1
Jesse M. Shapiro,Matthew Gentzkow,1
David Seim,Peter Fredriksson,1
David Seim,Jonas Cederlöf,1
David Seim,Jesse M. Shapiro,1
Miika Päällysaho,Jesse M. Shapiro,1
Miika Päällysaho,David Seim,1
Santiago Hermo,Jesse M. Shapiro,1
Santiago Hermo,David Seim,1
Santiago Hermo,Miika Päällysaho,1
Leslie Martin,Jia Sheen Nah,1
David Byrne,Xiaosong Wu,1
Marcin Pęski,Raphaël Lévy,1
Marcin Pęski,Nicolas Vieille,1
Rachael Meager,Leonardo Iacovone,1
Rüdiger Bachmann,Felix Wellschmied,1
Xian Jiang,Zhikuo Liu,1
Chen Zhao,Xian Jiang,1
Yoram Halevy,Chen Li,1
Aurélien Baillon,Chen Li,1
Aurélien Baillon,Yoram Halevy,1
Madhav Chandrasekher,Yves Le Yaouanq,1
Marco Tabellini,Cecilia Testa,1
Marco Tabellini,Giovanni Facchini,1
Marco Tabellini,Andrea Bernini,1
Marco Tabellini,Nancy Qian,1
Marco Tabellini,Giacomo Magistretti,1
Vasiliki Fouka,Marco Tabellini,1
Alvaro Calderon,Marco Tabellini,1
Alvaro Calderon,Vasiliki Fouka,1
Tatiana Komarova,Pasquale Schiraldi,1
Matthew Gentry,Jingfeng Lu,1
Matthew Gentry,Tong Li,1
Rüdiger Bachmann,Heiko Stueber,1
Heiko Stueber,Felix Wellschmied,1
Rachael Meager,David McKenzie,1
Ricardo Lagos,Shengxing Zhang,1
Valentino Dardanoni,Marco Mariotti,1
Valentino Dardanoni,Paola Manzini,1
Yusufcan Masatlıoĝlu,Paulo Natenzon,1
Yusufcan Masatlıoĝlu,Christopher P. Chambers,1
Yusufcan Masatlıoĝlu,A. Yeşim Orhun,1
Emel Filiz‐Ozbay,Yusufcan Masatlıoĝlu,1
Andriy Norets,Justinas Pelenis,1
Charles Bellemare,Alexander Sebald,1
Laia Navarro-Sola,Francisco Pardo Fabregat,1
C. Kirabo Jackson,Francisco Pardo Fabregat,1
C. Kirabo Jackson,Laia Navarro-Sola,1
Diether Beuermann,Francisco Pardo Fabregat,1
Diether Beuermann,Laia Navarro-Sola,1
Diether Beuermann,C. Kirabo Jackson,1
Shengxing Zhang,Kathy Yuan,1
Shengxing Zhang,Emre Ozdenoren,1
Ricardo Lagos,Priit Jeenas,1
Matthew Gentry,Pasquale Schiraldi,1
Matthew Gentry,Tatiana Komarova,1
Bruno Caprettini,Hans‐Joachim Voth,1
Gaurav Khanna,Alessandra Voena,1
Kyle Greenberg,Tayfun Sönmez,1
Kyle Greenberg,Yotam Shem-Tov,1
Kyle Greenberg,Evan K. Rose,1
Kyle Greenberg,Jesse Bruhn,1
Kyle Greenberg,R. W. Patterson,1
Kyle Greenberg,Corbin Miller,1
Ronny Razin,Alwyn Young,1
Gilat Levy,Alwyn Young,1
Augustin Bergeron,Gabriel Tourek,1
Pablo Balán,Gabriel Tourek,1
Pablo Balán,Augustin Bergeron,1
Kenneth Rogoff,Paul Schmelzing,1
Kenneth Rogoff,Barbara Rossi,1
Kenneth Rogoff,Yang You,1
Marcelo Pedroni,Guangyu Pei,1
Sebastian Dyrda,Marcelo Pedroni,1
Chiara Farronato,Andrey Fradkin,1
Matthew Gudgeon,Corbin Miller,1
Matthew Gudgeon,R. W. Patterson,1
Matthew Gudgeon,Jesse Bruhn,1
Hunt Allcott,William H. Morrison,1
Gaurav Khanna,Corinne Low,1
Gaurav Khanna,Natalie Bau,1
Matthew Gentzkow,Dean Li,1
Matthew Gentzkow,Amy Finkelstein,1
Matthew Gentzkow,Ali Yürükoğlu,1
Matthew Gentzkow,Frank Yang,1
Matthew Gentzkow,Lena Song,1
Hunt Allcott,Daniel Cohen,1
Matthew Gudgeon,Evan K. Rose,1
Hunt Allcott,Afras Sial,1
Hunt Allcott,Benjamin Lockwood,1
Hunt Allcott,Lena Song,1
Hunt Allcott,Matthew Gentzkow,1
Claudia Macaluso,Brad J. Hershbein,1
Corbin Miller,R. W. Patterson,1
Matthew Gudgeon,Yotam Shem-Tov,1
Jason Somerville,Christina McGranaghan,1
Yiming Cao,Shuo Chen,1
Isabelle Perrigne,Quang Vuong,1
Hannes Schwandt,Marika Cabral,1
Christian Dustmann,Joseph‐Simon Görlach,1
Carlos F. Avenancio-León,Troup Howard,1
Ravi Kanbur,Andreas Peichl,1
Paul Hufe,Andreas Peichl,1
Paul Hufe,Ravi Kanbur,1
David Argente,Sara Moreira,1
David Argente,Munseob Lee,1
David Argente,Chen Yeh,1
Fernando Álvarez,Hervé Le Bihan,1
Fernando Álvarez,Erwan Gautier,1
Fernando Álvarez,Andrea Ferrara,1
Fernando Álvarez,Panagiotis E. Souganidis,1
Xiaosheng Mu,Kyohei Okumura,1
Xiaosheng Mu,Jay Lu,1
Xiaosheng Mu,Omer Tamuz,1
Xiaosheng Mu,Luciano Pomatto,1
Xiaosheng Mu,Vasilis Syrgkanis,1
Diane Alexander,Hannes Schwandt,1
Hannes Schwandt,Bokyung Kim,1
Brian Beach,Joseph P. Ferrie,1
Hannes Schwandt,Maya Rossin‐Slater,1
Nathan Yoder,Marzena Rostek,1
Pere Arqué‐Castells,Daniel F. Spulber,1
Chen Yeh,Brad J. Hershbein,1
Chen Yeh,Claudia Macaluso,1
Daniel Knutsson,Björn Tyrefors,1
Paul E. Carrillo,Dina Pomeranz,1
Rodrigo Adão,Dina Pomeranz,1
Rodrigo Adão,Paul E. Carrillo,1
Harold L. Cole,Yena Park,1
Harold L. Cole,George J. Mailath,1
Harold L. Cole,Dirk Krueger,1
Harold L. Cole,Zachary Stangebye,1
Satyajit Chatterjee,José-V́ıctor Ŕıos-Rull,1
Satyajit Chatterjee,Kyle Dempsey,1
Satyajit Chatterjee,Zachary Stangebye,1
Satyajit Chatterjee,Harold L. Cole,1
Hannes Schwandt,Molly Schnell,1
Annie Liang,Kyohei Okumura,1
Annie Liang,Jay Lu,1
Annie Liang,Vasilis Syrgkanis,1
Sevgi Yüksel,Guillaume Fréchette,1
Richard K. Crump,Yingjie Feng,1
Richard K. Crump,Max H. Farrell,1
Richard K. Crump,Matias D. Cattaneo,1
Richard K. Crump,Nikolay Gospodinov,1
Z. Merrick Li,Oliver Linton,1
Richard Rogerson,Federico Huneeus,1
Adam Blandin,Richard Rogerson,1
Alexander Bick,Richard Rogerson,1
Alexander Bick,Adam Blandin,1
Vivek Bhattacharya,Manisha Padi,1
Vivek Bhattacharya,Gastón Illanes,1
Kei Kawai,Takeaki Sunada,1
Thomas Chaney,Aakaash Rao,1
Thomas Chaney,Tarek A. Hassan,1
Thomas Chaney,Leonardo Bursztyn,1
Julien Grenet,Arthur Guillouzouic,1
Julien Grenet,Thomas Breda,1
Eliana La Ferrara,Lucia Corno,1
Eliana La Ferrara,Justine Burns,1
Eliana La Ferrara,Selim Gulesci,1
Juan Ortner,Alexander Wolitzky,1
Sevgi Yüksel,Masaki Aoyagi,1
Sevgi Yüksel,Emanuel Vespa,1
Sevgi Yüksel,Ryan Oprea,1
Jacopo Perego,Aleksandr Levkun,1
Jacopo Perego,Alessandro Lizzeri,1
Jacopo Perego,Guillaume Fréchette,1
Jacopo Perego,Sevgi Yüksel,1
Sylvain Chassang,Erik Snowberg,1
Eliana La Ferrara,Sam Jindani,1
Sylvain Chassang,Travis Baseler,1
Sylvain Chassang,Daniel Agness,1
Sylvain Chassang,Lucía Del Carpio,1
Sylvain Chassang,Samuel Kapon,1
Eliana La Ferrara,Peyton Young,1
Eliana La Ferrara,Munshi Sulaiman,1
Eliana La Ferrara,David Smerdon,1
Brian Beach,Ryan Brown,1
Brian Beach,Martín Saavedra,1
Yunmi Kong,Quang Vuong,1
Kirk Doran,Adam Isen,1
Ellora Derenoncourt,David Weil,1
Ellora Derenoncourt,Moritz Kuhn,1
Ellora Derenoncourt,Chi Hyun Kim,1
John Rust,Kin‐Ping Wong,1
John Rust,Jeremy Rosen,1
John Rust,Axel Anderson,1
John Rust,Bertel Schjerning,1
Anders Munk-Nielsen,Bertel Schjerning,1
Anders Munk-Nielsen,John Rust,1
Fedor Iskhakov,Bertel Schjerning,1
Fedor Iskhakov,John Rust,1
Fedor Iskhakov,Anders Munk-Nielsen,1
Kenneth Gillingham,Bertel Schjerning,1
Kenneth Gillingham,John Rust,1
Kenneth Gillingham,Anders Munk-Nielsen,1
Kenneth Gillingham,Fedor Iskhakov,1
Günther Fink,B. Kelsey Jack,1
Kirk Doran,Alexander Gelber,1
Alexander Gelber,Adam Isen,1
Brian Beach,Duncan Thomas,1
Alexander Gelber,Timothy Moore,1
Yunmi Kong,Isabelle Perrigne,1
Daniel W. Sacks,Boyoung Seo,1
R. Andrew Butters,Gautam Gowrisankaran,1
R. Andrew Butters,Jackson Dorsey,1
R. Andrew Butters,Boyoung Seo,1
R. Andrew Butters,Daniel W. Sacks,1
Oliver Hart,Luigi Zingales,1
Eleonora Broccardo,Luigi Zingales,1
Eleonora Broccardo,Oliver Hart,1
Isaac Baley,Ana Figueiredo,1
Holger Sieg,Chamna Yoon,1
Adam Isen,R. W. Patterson,1
Adam Isen,Corbin Miller,1
Adam Isen,Matthew Gudgeon,1
Adam Isen,Kyle Greenberg,1
Alexander Gelber,Alexander Strand,1
Alexander Gelber,Zhuan Pei,1
Dietmar Fehr,B. Kelsey Jack,1
Dietmar Fehr,Günther Fink,1
Nicola Persico,Thomas Norman,1
Nicola Persico,Alessandro T. Villa,1
Andrew B. Bernard,Andreas Moxnes,1
Andrew B. Bernard,Kalina Manova,1
Andrew B. Bernard,Glenn Magerman,1
Andrew B. Bernard,Emmanuël Dhyne,1
Dario Caldara,Matteo Iacoviello,1
David Card,Rafael Lalive,1
David Card,Fabrizio Colella,1
David Card,Lowell J. Taylor,1
David Card,David C. Chan,1
Charles A. Taylor,Hannah Druckenmiller,1
Martín Saavedra,Duncan Thomas,1
Joseph P. Ferrie,Duncan Thomas,1
Joseph P. Ferrie,Martín Saavedra,1
Ryan Brown,Duncan Thomas,1
Ryan Brown,Martín Saavedra,1
Ryan Brown,Joseph P. Ferrie,1
Brian Beach,W. Walker Hanlon,1
Emmanuël Dhyne,Glenn Magerman,1
Emmanuël Dhyne,Kalina Manova,1
Emmanuël Dhyne,Andreas Moxnes,1
Matthias Sutter,Klaus F. Zimmermann,1
Nicola Persico,Giuseppe Lopomo,1
Erika Deserranno,Nicola Persico,1
Decio Coviello,Nicola Persico,1
Decio Coviello,Erika Deserranno,1
Matthias Sutter,Sebastian O. Schneider,1
Matthias Sutter,Gözde Çörekçioğlu,1
Matthias Sutter,Şule Alan,1
Shyamal Chowdhury,Klaus F. Zimmermann,1
Emmanuël Dhyne,Ayumu Ken Kikkawa,1
Shyamal Chowdhury,Matthias Sutter,1
Kalina Manova,Andreas Moxnes,1
Glenn Magerman,Andreas Moxnes,1
Glenn Magerman,Kalina Manova,1
Emmanuël Dhyne,Felix Tintelnot,1
Emmanuël Dhyne,Magne Mogstad,1
Emmanuël Dhyne,Toshiaki Komatsu,1
Valentino Dardanoni,Henrik Petri,1
Paola Manzini,Henrik Petri,1
Michael Choi,Fan Liang,1
Benjamin Enke,Thomas Graeber,1
Benjamin Enke,Ricardo Rodríguez-Padilla,1
Federico Masera,Hasin Yousaf,1
Pauline Grosjean,Saumitra Jha,1
Pauline Grosjean,Anna Dagorret,1
Pauline Grosjean,Julia Cagé,1
Pauline Grosjean,Hasin Yousaf,1
Pauline Grosjean,Federico Masera,1
M. Dolores Collado,Ignacio Ortuño-Ortı́n,1
Şule Alan,Elif Kubilay,1
Şule Alan,Ipek Mumcu,1
Şule Alan,Gözde Çörekçioğlu,1
Saroj Bhattarai,Bulat Gafarov,1
John Loeser,Jeremy Magruder,1
Florence Kondylis,Jeremy Magruder,1
Florence Kondylis,John Loeser,1
Maria Jones,Jeremy Magruder,1
Maria Jones,John Loeser,1
Benjamin Enke,Florian Zimmermann,1
Benjamin Enke,Thomas G. Graeber,1
Jeanne Hagenbach,Charlotte Saucet,1
Benjamin Enke,Ryan Oprea,1
Eduardo Montero,Zach Y. Brown,1
Eduardo Montero,Dean Yang,1
Susanna Berkouwer,Joshua T. Dean,1
Stefan Krasa,Mehdi Shadmehr,1
Dan Bernhardt,Tingjun Liu,1
Dan Bernhardt,Mehdi Shadmehr,1
Dan Bernhardt,Stefan Krasa,1
Collin Raymond,Johannes Abeler,1
Collin Raymond,Paulo Natenzon,1
Collin Raymond,Christopher P. Chambers,1
Collin Raymond,A. Yeşim Orhun,1
Collin Raymond,Julia Shvets,1
David Huffman,Johannes Abeler,1
David Huffman,Julia Shvets,1
Florian Zimmermann,Christopher Roth,1
Florian Zimmermann,Thomas G. Graeber,1
Ricardo Rodríguez-Padilla,Florian Zimmermann,1
Maria Jones,Florence Kondylis,1
Trevon D. Logan,David Rosé,1
Paola Manzini,Christopher J. Tyson,1
Gene Amromin,Tim Landvoigt,1
Sumit Agarwal,Vincent Yao,1
Sumit Agarwal,Tim Landvoigt,1
Sumit Agarwal,Souphala Chomsisengphet,1
Sumit Agarwal,Gene Amromin,1
Steven Berry,Philip A. Haile,1
Steven Berry,Giovanni Compiani,1
Stavros Panageas,Andrew B. Abel,1
Nicolae Gârleanu,Stavros Panageas,1
Daniel Kreisman,Jonathan Smith,1
Simon Gleyze,Agathe Pernoud,1
Nathan Petek,Nolan Pope,1
Adrien Matray,Natalie Bau,1
Paul Voß,Marius Kulms,1
Nancy Qian,Natalya Naumenko,1
Nancy Qian,Andreĭ Markevich,1
Nancy Qian,Yang Yao,1
Gerard Padró i Miquel,Ricardo Alonso,1
Gene Amromin,Souphala Chomsisengphet,1
Gene Amromin,Vincent Yao,1
Maggie Jones,Rob Gillezeau,1
Souphala Chomsisengphet,Tim Landvoigt,1
Maggie Jones,Donna Feir,1
Maggie Jones,David Rosé,1
Maggie Jones,Trevon D. Logan,1
Lisa Cook,David Rosé,1
Lisa Cook,Trevon D. Logan,1
Lisa Cook,Maggie Jones,1
Gaël Raballand,Bob Rijkers,1
Ana M. Fernandes,Bob Rijkers,1
Ana M. Fernandes,Gaël Raballand,1
Cyril Chalendard,Bob Rijkers,1
Cyril Chalendard,Gaël Raballand,1
Cyril Chalendard,Ana M. Fernandes,1
Vincent Yao,Zhenping Wang,1
Vincent Yao,Maggie Hu,1
Vincent Yao,Zhiguo He,1
Tim Landvoigt,Vincent Yao,1
Souphala Chomsisengphet,Vincent Yao,1
Eduardo Montero,Carlos Schmidt-Padilla,1
Leonardo Bursztyn,David Yanagizawa-Drott,1
Leonardo Bursztyn,Georgy Egorov,1
Michael Dinerstein,Rigissa Megalokonomou,1
Alexey Makarin,Рубен Ениколопов,1
Roee Levy,Alexey Makarin,1
Luca Braghieri,Alexey Makarin,1
Luca Braghieri,Roee Levy,1
B. Douglas Bernheim,Silvia Console Battilana,1
B. Douglas Bernheim,S. Nageeb Ali,1
B. Douglas Bernheim,Annamaria Lusardi,1
Sandro Ambuehl,Annamaria Lusardi,1
Sandro Ambuehl,B. Douglas Bernheim,1
Kate Orkin,Neil Rankin,1
Robert Garlick,Neil Rankin,1
Robert Garlick,Kate Orkin,1
Eliana Carranza,Neil Rankin,1
Eliana Carranza,Kate Orkin,1
Eliana Carranza,Robert Garlick,1
Ruixue Jia,Jiaojiao Yang,1
Ying Bai,Jiaojiao Yang,1
Alexey Makarin,Maria Petrova,1
Michael Dinerstein,Constantine Yannelis,1
Leonardo Bursztyn,Ingar Haaland,1
Michael Dinerstein,Michael D. Bates,1
James J. Heckman,Stephen J. Suomi,1
James J. Heckman,Juan Pantano,1
James J. Heckman,Amanda M. Dettmer,1
Jorge Luis García,James J. Heckman,1
Ron Siegel,Chloe Tergiman,1
Ron Siegel,Wojciech Olszewski,1
Ron Siegel,Sergey Lychagin,1
Ron Siegel,Kala Krishna,1
Nima Haghpanah,Aditya Kuvalekar,1
Nima Haghpanah,Ron Siegel,1
Gregory Lane,David Schönholzer,1
Gregory Lane,Fatima Zahra,1
Erin Kelley,David Schönholzer,1
Erin Kelley,Fatima Zahra,1
Rigissa Megalokonomou,Constantine Yannelis,1
Michael Dinerstein,Isaac Sorkin,1
Michael Dinerstein,Andrew C. Johnston,1
Ying Bai,Ruixue Jia,1
Camille Landais,Gabriel Leite-Mariante,1
Camille Landais,Henrik Kleven,1
Camille Landais,Johannes Spinnewijn,1
Jin Li,Matteo Paradisi,1
Giulia Bovini,Michael Powell,1
Giulia Bovini,Matteo Paradisi,1
Giulia Bovini,Jin Li,1
Christopher Roth,Johannes Wohlfart,1
Christopher Roth,Felix Chopra,1
Christopher Roth,Thomas G. Graeber,1
Christopher Roth,Nina Roussille,1
Christopher Roth,Ingar Haaland,1
Christopher Roth,Georgy Egorov,1
Christopher Roth,David Yanagizawa-Drott,1
Aakaash Rao,Ingar Haaland,1
Aakaash Rao,Georgy Egorov,1
Aakaash Rao,David Yanagizawa-Drott,1
Leonardo Bursztyn,Christopher G. Roth,1
Leonardo Bursztyn,Rafael Jiménez-Durán,1
Leonardo Bursztyn,Benjamin Handel,1
Jin Li,Michael Powell,1
Matteo Paradisi,Michael Powell,1
Michael Powell,Niko Matouschek,1
Pascal Noel,Daniel Sullivan,1
Camille Landais,Daniel Reck,1
Camille Landais,Jonas Kolsrud,1
Giulia Giupponi,Camille Landais,1
Florian Oswald,Marc Teignier,1
Nicolas Coeurdacier,Marc Teignier,1
Nicolas Coeurdacier,Florian Oswald,1
Pascal Noel,Joseph Vavra,1
Pascal Noel,Fiona Greig,1
Michael Powell,Bryony Reich,1
Peter Ganong,Joseph Vavra,1
Peter Ganong,Daniel Sullivan,1
Makoto Nirei,José Scheinkman,1
Karthik Sastry,Joel P. Flynn,1
Karthik Sastry,Roberto Corrao,1
Jacob Moscona,Awa Ambra Seck,1
Jacob Moscona,Karthik Sastry,1
Gerard Padró i Miquel,Yang Yao,1
Gerard Padró i Miquel,Nancy Qian,1
Mónica Martínez-Bravo,Yang Yao,1
Elizabeth Beasley,Sylvana M. Côté,1
Yann Algan,Richard E. Tremblay,1
Yann Algan,Jungwee Park,1
Yann Algan,Sylvana M. Côté,1
Yann Algan,Elizabeth Beasley,1
Jack Mountjoy,Magne Mogstad,1
Jack Mountjoy,Ivan A. Canay,1
Andreas Haller,Stefan Staubli,1
Maya Rossin‐Slater,Hilary Hoynes,1
Maya Rossin‐Slater,Martha Bailey,1
